"","nN_GRM","fileID","lang4","lang5"
"1","'t_gaat_om","fn000160","NAT_Dut","NAT_Nl"
"2","'t_gaat_om","fn000229","NAT_Dut","NAT_Nl"
"3","'t_gaat_om","fn000151","NAT_Dut","NAT_Nl"
"4","'t_gaat_om","fn000232","NAT_Dut","NAT_Nl"
"5","'t_gaat_om","fn000232","NAT_Dut","NAT_Nl"
"6","'t_gaat_om","fn000217","NAT_Dut","NAT_Nl"
"7","'t_gaat_om","fn000232","NAT_Dut","NAT_Nl"
"8","'t_gaat_om","fn000214","NAT_Dut","NAT_Nl"
"9","'t_gaat_om","fn000216","NAT_Dut","NAT_Nl"
"10","'t_gaat_om","fn000238","NAT_Dut","NAT_Nl"
"11","'t_gaat_om","fn000201","NAT_Dut","NAT_Nl"
"12","'t_gaat_om","fn000221","NAT_Dut","NAT_Nl"
"13","'t_gaat_om","fn000160","NAT_Dut","NAT_Nl"
"14","'t_gaat_om","fn000238","NAT_Dut","NAT_Nl"
"15","'t_gaat_om","fn000217","NAT_Dut","NAT_Nl"
"16","'t_gaat_om","fn000217","NAT_Dut","NAT_Nl"
"17","'t_gaat_om","fn000149","NAT_Dut","NAT_Nl"
"18","'t_gaat_om","fn000203","NAT_Dut","NAT_Nl"
"19","'t_gaat_om","EN_NL_293","Eng_Dut","Eng_Dut"
"20","'t_gaat_om","fn000143","NAT_Dut","NAT_Nl"
"21","'t_gaat_om","fn000149","NAT_Dut","NAT_Nl"
"22","'t_gaat_om","fn000203","NAT_Dut","NAT_Nl"
"23","'t_gaat_om","fn000193","NAT_Dut","NAT_Nl"
"24","'t_gaat_om","fn000216","NAT_Dut","NAT_Nl"
"25","'t_gaat_om","fn000230","NAT_Dut","NAT_Nl"
"26","'t_gaat_om","fn000216","NAT_Dut","NAT_Nl"
"27","'t_gaat_om","fn000216","NAT_Dut","NAT_Nl"
"28","'t_gaat_om","fn000230","NAT_Dut","NAT_Nl"
"29","'t_gaat_om","fn000216","NAT_Dut","NAT_Nl"
"30","'t_gaat_om","fn000178","NAT_Dut","NAT_Nl"
"31","'t_gaat_om","fn000201","NAT_Dut","NAT_Nl"
"32","'t_gaat_om","fn000229","NAT_Dut","NAT_Nl"
"33","'t_gaat_om","fn000145","NAT_Dut","NAT_Nl"
"34","'t_gaat_om","fn000238","NAT_Dut","NAT_Nl"
"35","'t_gaat_om","fn000211","NAT_Dut","NAT_Nl"
"36","'t_gaat_om","fn000218","NAT_Dut","NAT_Nl"
"37","'t_gaat_om","fn000162","NAT_Dut","NAT_Nl"
"38","'t_gaat_om","fn000220","NAT_Dut","NAT_Nl"
"39","'t_gaat_om","fn000246","NAT_Dut","NAT_Nl"
"40","'t_gaat_om","fn000218","NAT_Dut","NAT_Nl"
"41","'t_gaat_om","fn000229","NAT_Dut","NAT_Nl"
"42","'t_kader_van","fn000212","NAT_Dut","NAT_Nl"
"43","'t_kader_van","EN_NL_273","Eng_Dut","Eng_Dut"
"44","'t_kader_van","EN_NL_284","Eng_Dut","Eng_Dut"
"45","'t_kader_van","fn000232","NAT_Dut","NAT_Nl"
"46","'t_kader_van","fn000233","NAT_Dut","NAT_Nl"
"47","'t_kader_van","fn000214","NAT_Dut","NAT_Nl"
"48","'t_kader_van","fn000236","NAT_Dut","NAT_Nl"
"49","'t_kader_van","fn000214","NAT_Dut","NAT_Nl"
"50","'t_kader_van","fv600646","NAT_Dut","NAT_Vl"
"51","'t_kader_van","fn000229","NAT_Dut","NAT_Nl"
"52","'t_kader_van","fn000234","NAT_Dut","NAT_Nl"
"53","'t_kader_van","fv600643","NAT_Dut","NAT_Vl"
"54","'t_kader_van","fn000233","NAT_Dut","NAT_Nl"
"55","'t_kader_van","fn000174","NAT_Dut","NAT_Nl"
"56","'t_kader_van","fv600628","NAT_Dut","NAT_Vl"
"57","'t_kader_van","fn000246","NAT_Dut","NAT_Nl"
"58","'t_kader_van","fn000146","NAT_Dut","NAT_Nl"
"59","'t_kader_van","fv600675","NAT_Dut","NAT_Vl"
"60","'t_kader_van","fn000234","NAT_Dut","NAT_Nl"
"61","'t_kader_van","fn000232","NAT_Dut","NAT_Nl"
"62","'t_kader_van","fn000246","NAT_Dut","NAT_Nl"
"63","'t_kader_van","fn000244","NAT_Dut","NAT_Nl"
"64","'t_kader_van","fn000145","NAT_Dut","NAT_Nl"
"65","'t_kader_van","fv600646","NAT_Dut","NAT_Vl"
"66","'t_kader_van","fn000233","NAT_Dut","NAT_Nl"
"67","'t_kader_van","fn000244","NAT_Dut","NAT_Nl"
"68","'t_kader_van","fn000244","NAT_Dut","NAT_Nl"
"69","'t_kader_van","fv600672","NAT_Dut","NAT_Vl"
"70","'t_kader_van","fn000175","NAT_Dut","NAT_Nl"
"71","'t_kader_van","fn000233","NAT_Dut","NAT_Nl"
"72","'t_kader_van","fn000233","NAT_Dut","NAT_Nl"
"73","'t_kader_van","fv600658","NAT_Dut","NAT_Vl"
"74","'t_kader_van","fn000244","NAT_Dut","NAT_Nl"
"75","'t_kader_van","fv600640","NAT_Dut","NAT_Vl"
"76","'t_kader_van","fn000233","NAT_Dut","NAT_Nl"
"77","'t_kader_van","fv600678","NAT_Dut","NAT_Vl"
"78","'t_kader_van","fv600676","NAT_Dut","NAT_Vl"
"79","'t_kader_van","fv600640","NAT_Dut","NAT_Vl"
"80","aan_de_andere_kant","fn000178","NAT_Dut","NAT_Nl"
"81","aan_de_andere_kant","fn000195","NAT_Dut","NAT_Nl"
"82","aan_de_andere_kant","fv600591","NAT_Dut","NAT_Vl"
"83","aan_de_andere_kant","fv600655","NAT_Dut","NAT_Vl"
"84","aan_de_andere_kant","NL_FR_211","MEP_Dut","MEP_Dut"
"85","aan_de_andere_kant","EN_NL_298","Eng_Dut","Eng_Dut"
"86","aan_de_andere_kant","fv600014","NAT_Dut","NAT_Vl"
"87","aan_de_andere_kant","NL_or_240","MEP_Dut","MEP_Dut"
"88","aan_de_andere_kant","fn000202","NAT_Dut","NAT_Nl"
"89","aan_de_andere_kant","fn000197","NAT_Dut","NAT_Nl"
"90","aan_de_andere_kant","fn000160","NAT_Dut","NAT_Nl"
"91","aan_de_andere_kant","fn000217","NAT_Dut","NAT_Nl"
"92","aan_de_andere_kant","fn000208","NAT_Dut","NAT_Nl"
"93","aan_de_andere_kant","NL_080","Fra_Dut","Fra_Dut"
"94","aan_de_andere_kant","fv600698","NAT_Dut","NAT_Vl"
"95","aan_de_andere_kant","fv600660","NAT_Dut","NAT_Vl"
"96","aan_de_andere_kant","fn000194","NAT_Dut","NAT_Nl"
"97","aan_de_andere_kant","fn000153","NAT_Dut","NAT_Nl"
"98","aan_de_andere_kant","fv600658","NAT_Dut","NAT_Vl"
"99","aan_de_andere_kant","fv601203","NAT_Dut","NAT_Vl"
"100","aan_de_andere_kant","fv600654","NAT_Dut","NAT_Vl"
"101","aan_de_andere_kant","fv600644","NAT_Dut","NAT_Vl"
"102","aan_de_andere_kant","NL_EN_234","MEP_Dut","MEP_Dut"
"103","aan_de_andere_kant","fv600644","NAT_Dut","NAT_Vl"
"104","aan_de_andere_kant","fn000168","NAT_Dut","NAT_Nl"
"105","aan_de_andere_kant","FR_NL_269","Fra_Dut","Fra_Dut"
"106","aan_de_andere_kant","fv600020","NAT_Dut","NAT_Vl"
"107","aan_de_andere_kant","fn000196","NAT_Dut","NAT_Nl"
"108","aan_de_andere_kant","fn000168","NAT_Dut","NAT_Nl"
"109","aan_de_andere_kant","NL_091","Fra_Dut","Fra_Dut"
"110","aan_de_andere_kant","fv600016","NAT_Dut","NAT_Vl"
"111","aan_de_andere_kant","fn000155","NAT_Dut","NAT_Nl"
"112","aan_de_andere_kant","NL_091","Fra_Dut","Fra_Dut"
"113","aan_de_andere_kant","NL_or_233","MEP_Dut","MEP_Dut"
"114","aan_de_andere_kant","fn000212","NAT_Dut","NAT_Nl"
"115","aan_de_andere_kant","fn000163","NAT_Dut","NAT_Nl"
"116","aan_de_andere_kant","fn000230","NAT_Dut","NAT_Nl"
"117","aan_de_andere_kant","fn000191","NAT_Dut","NAT_Nl"
"118","aan_de_andere_kant","FR_NL_245","Fra_Dut","Fra_Dut"
"119","aan_de_andere_kant","fn000170","NAT_Dut","NAT_Nl"
"120","aan_de_andere_kant","fv600020","NAT_Dut","NAT_Vl"
"121","aan_de_andere_kant","fn000160","NAT_Dut","NAT_Nl"
"122","aan_de_andere_kant","NL_083","Fra_Dut","Fra_Dut"
"123","aan_de_andere_kant","fn000200","NAT_Dut","NAT_Nl"
"124","aan_de_andere_kant","fn000204","NAT_Dut","NAT_Nl"
"125","aan_de_ene_kant","fv600020","NAT_Dut","NAT_Vl"
"126","aan_de_ene_kant","NL_or_240","MEP_Dut","MEP_Dut"
"127","aan_de_ene_kant","fv600644","NAT_Dut","NAT_Vl"
"128","aan_de_ene_kant","fv600644","NAT_Dut","NAT_Vl"
"129","aan_de_ene_kant","fn000217","NAT_Dut","NAT_Nl"
"130","aan_de_ene_kant","EN_NL_298","Eng_Dut","Eng_Dut"
"131","aan_de_ene_kant","fn000156","NAT_Dut","NAT_Nl"
"132","aan_de_ene_kant","fn000160","NAT_Dut","NAT_Nl"
"133","aan_de_ene_kant","fn000178","NAT_Dut","NAT_Nl"
"134","aan_de_ene_kant","fn000171","NAT_Dut","NAT_Nl"
"135","aan_de_ene_kant","fn000153","NAT_Dut","NAT_Nl"
"136","aan_de_ene_kant","fv600020","NAT_Dut","NAT_Vl"
"137","aan_de_ene_kant","NL_063","Fra_Dut","Fra_Dut"
"138","aan_de_ene_kant","fv600020","NAT_Dut","NAT_Vl"
"139","aan_de_ene_kant","NL_or_233","MEP_Dut","MEP_Dut"
"140","aan_de_ene_kant","fv600016","NAT_Dut","NAT_Vl"
"141","aan_de_ene_kant","fn000212","NAT_Dut","NAT_Nl"
"142","aan_de_ene_kant","fn000202","NAT_Dut","NAT_Nl"
"143","aan_de_ene_kant","NL_FR_211","MEP_Dut","MEP_Dut"
"144","aan_de_ene_kant","fv600658","NAT_Dut","NAT_Vl"
"145","aan_de_ene_kant","fn000197","NAT_Dut","NAT_Nl"
"146","aan_de_ene_kant","fn000153","NAT_Dut","NAT_Nl"
"147","aan_de_ene_kant","fn000194","NAT_Dut","NAT_Nl"
"148","aan_de_ene_kant","fv600658","NAT_Dut","NAT_Vl"
"149","aan_de_ene_kant","fn000160","NAT_Dut","NAT_Nl"
"150","aan_de_ene_kant","fv600655","NAT_Dut","NAT_Vl"
"151","aan_de_ene_kant","fn000204","NAT_Dut","NAT_Nl"
"152","aan_de_ene_kant","NL_008","Fra_Dut","Fra_Dut"
"153","aan_de_ene_kant","fv600655","NAT_Dut","NAT_Vl"
"154","aan_de_ene_kant","fn000154","NAT_Dut","NAT_Nl"
"155","aan_de_ene_kant","NL_or_233","MEP_Dut","MEP_Dut"
"156","aan_de_ene_kant","fv600658","NAT_Dut","NAT_Vl"
"157","aan_de_ene_kant","fn000236","NAT_Dut","NAT_Nl"
"158","aan_de_ene_kant","fn000235","NAT_Dut","NAT_Nl"
"159","aan_de_ene_kant","fv600020","NAT_Dut","NAT_Vl"
"160","aan_de_ene_kant","fn000230","NAT_Dut","NAT_Nl"
"161","aan_de_ene_kant","fv601209","NAT_Dut","NAT_Vl"
"162","aan_de_orde","fn000226","NAT_Dut","NAT_Nl"
"163","aan_de_orde","fn000214","NAT_Dut","NAT_Nl"
"164","aan_de_orde","fv600653","NAT_Dut","NAT_Vl"
"165","aan_de_orde","fv600017","NAT_Dut","NAT_Vl"
"166","aan_de_orde","fn000176","NAT_Dut","NAT_Nl"
"167","aan_de_orde","fn000197","NAT_Dut","NAT_Nl"
"168","aan_de_orde","fn000164","NAT_Dut","NAT_Nl"
"169","aan_de_orde","fn000143","NAT_Dut","NAT_Nl"
"170","aan_de_orde","fv601203","NAT_Dut","NAT_Vl"
"171","aan_de_orde","fn000170","NAT_Dut","NAT_Nl"
"172","aan_de_orde","FR_NL_260","Fra_Dut","Fra_Dut"
"173","aan_de_orde","fn000159","NAT_Dut","NAT_Nl"
"174","aan_de_orde","fn000162","NAT_Dut","NAT_Nl"
"175","aan_de_orde","fn000149","NAT_Dut","NAT_Nl"
"176","aan_de_orde","fn000176","NAT_Dut","NAT_Nl"
"177","aan_de_orde","fn000176","NAT_Dut","NAT_Nl"
"178","aan_de_orde","fv600650","NAT_Dut","NAT_Vl"
"179","aan_de_orde","fn000160","NAT_Dut","NAT_Nl"
"180","aan_de_orde","fn000141","NAT_Dut","NAT_Nl"
"181","aan_de_orde","fn000177","NAT_Dut","NAT_Nl"
"182","aan_de_orde","fn000197","NAT_Dut","NAT_Nl"
"183","aan_de_orde","fn000234","NAT_Dut","NAT_Nl"
"184","aan_de_orde","fn000220","NAT_Dut","NAT_Nl"
"185","aan_de_orde","fn000232","NAT_Dut","NAT_Nl"
"186","aan_de_orde","fn000176","NAT_Dut","NAT_Nl"
"187","aan_de_orde","fn000234","NAT_Dut","NAT_Nl"
"188","aan_de_orde","fv600009","NAT_Dut","NAT_Vl"
"189","aan_de_orde","fn000149","NAT_Dut","NAT_Nl"
"190","aan_de_orde","fv600649","NAT_Dut","NAT_Vl"
"191","aan_de_orde","fn000149","NAT_Dut","NAT_Nl"
"192","aan_de_orde","fv600005","NAT_Dut","NAT_Vl"
"193","aan_de_orde","fn000161","NAT_Dut","NAT_Nl"
"194","aan_de_orde","fn000142","NAT_Dut","NAT_Nl"
"195","aan_de_orde","fn000200","NAT_Dut","NAT_Nl"
"196","aan_de_orde","fn000245","NAT_Dut","NAT_Nl"
"197","aan_de_orde","fn000178","NAT_Dut","NAT_Nl"
"198","aan_de_orde","fn000149","NAT_Dut","NAT_Nl"
"199","aan_de_orde","fv600582","NAT_Dut","NAT_Vl"
"200","aan_de_orde","fn000226","NAT_Dut","NAT_Nl"
"201","aan_de_orde","fn000156","NAT_Dut","NAT_Nl"
"202","aan_de_orde","fn000246","NAT_Dut","NAT_Nl"
"203","aan_de_orde","fn000169","NAT_Dut","NAT_Nl"
"204","aan_de_orde","fn000168","NAT_Dut","NAT_Nl"
"205","aan_de_orde","fn000155","NAT_Dut","NAT_Nl"
"206","aan_de_orde","fn000144","NAT_Dut","NAT_Nl"
"207","aan_de_orde","fn000141","NAT_Dut","NAT_Nl"
"208","aan_de_orde","fn000160","NAT_Dut","NAT_Nl"
"209","aan_de_orde","fn000170","NAT_Dut","NAT_Nl"
"210","aan_de_orde","fn000230","NAT_Dut","NAT_Nl"
"211","aan_de_orde","fn000142","NAT_Dut","NAT_Nl"
"212","aan_de_orde","fn000176","NAT_Dut","NAT_Nl"
"213","aan_de_orde","fn000231","NAT_Dut","NAT_Nl"
"214","aan_de_orde","fn000197","NAT_Dut","NAT_Nl"
"215","aan_de_orde","fv600668","NAT_Dut","NAT_Vl"
"216","aan_de_orde","fn000171","NAT_Dut","NAT_Nl"
"217","aan_de_orde","fv600701","NAT_Dut","NAT_Vl"
"218","aan_de_orde","fn000160","NAT_Dut","NAT_Nl"
"219","aan_de_orde","fn000193","NAT_Dut","NAT_Nl"
"220","aan_de_orde","fn000246","NAT_Dut","NAT_Nl"
"221","aan_de_orde","fv600576","NAT_Dut","NAT_Vl"
"222","aan_de_orde","fn000228","NAT_Dut","NAT_Nl"
"223","aan_de_orde","fn000171","NAT_Dut","NAT_Nl"
"224","aan_de_orde","fn000228","NAT_Dut","NAT_Nl"
"225","aan_de_orde","fn000160","NAT_Dut","NAT_Nl"
"226","aan_de_orde","fn000231","NAT_Dut","NAT_Nl"
"227","aan_de_orde","fn000161","NAT_Dut","NAT_Nl"
"228","aan_de_orde","fv600007","NAT_Dut","NAT_Vl"
"229","aan_de_orde","fn000195","NAT_Dut","NAT_Nl"
"230","aan_de_orde","fn000178","NAT_Dut","NAT_Nl"
"231","aan_de_orde","fn000214","NAT_Dut","NAT_Nl"
"232","aan_de_orde","fn000170","NAT_Dut","NAT_Nl"
"233","aan_de_orde","NL_073","Fra_Dut","Fra_Dut"
"234","aan_de_orde","fv600010","NAT_Dut","NAT_Vl"
"235","aan_de_orde","fn000172","NAT_Dut","NAT_Nl"
"236","aan_de_orde","fn000115","NAT_Dut","NAT_Nl"
"237","aan_de_orde","fn000142","NAT_Dut","NAT_Nl"
"238","aan_de_orde","fn000149","NAT_Dut","NAT_Nl"
"239","aan_de_orde","fv600581","NAT_Dut","NAT_Vl"
"240","aan_de_orde","fn000148","NAT_Dut","NAT_Nl"
"241","aan_de_orde","fv601206","NAT_Dut","NAT_Vl"
"242","aan_de_orde","fn000226","NAT_Dut","NAT_Nl"
"243","aan_de_orde","fn000217","NAT_Dut","NAT_Nl"
"244","aan_de_orde","fv600011","NAT_Dut","NAT_Vl"
"245","aan_de_orde","fv600679","NAT_Dut","NAT_Vl"
"246","aan_de_orde","fn000220","NAT_Dut","NAT_Nl"
"247","aan_de_orde","fn000143","NAT_Dut","NAT_Nl"
"248","aan_de_orde","fn000171","NAT_Dut","NAT_Nl"
"249","aan_de_orde","fn000148","NAT_Dut","NAT_Nl"
"250","aan_de_orde","fn000141","NAT_Dut","NAT_Nl"
"251","aan_de_orde","fv600580","NAT_Dut","NAT_Vl"
"252","aan_de_orde","NL_046","Fra_Dut","Fra_Dut"
"253","aan_de_orde","fn000177","NAT_Dut","NAT_Nl"
"254","aan_de_orde","fv600680","NAT_Dut","NAT_Vl"
"255","aan_de_orde","fn000178","NAT_Dut","NAT_Nl"
"256","aan_de_orde","fv600003","NAT_Dut","NAT_Vl"
"257","aan_de_orde","fn000155","NAT_Dut","NAT_Nl"
"258","aan_de_orde","fv600013","NAT_Dut","NAT_Vl"
"259","aan_de_orde","fn000202","NAT_Dut","NAT_Nl"
"260","aan_de_orde","fn000171","NAT_Dut","NAT_Nl"
"261","aan_de_orde","fn000178","NAT_Dut","NAT_Nl"
"262","aan_de_orde","fn000177","NAT_Dut","NAT_Nl"
"263","aan_de_orde","fn000194","NAT_Dut","NAT_Nl"
"264","aan_de_orde","fn000141","NAT_Dut","NAT_Nl"
"265","aan_de_orde","fv600647","NAT_Dut","NAT_Vl"
"266","aan_de_orde","fn000146","NAT_Dut","NAT_Nl"
"267","aan_de_orde","fn000149","NAT_Dut","NAT_Nl"
"268","aan_de_orde","fn000163","NAT_Dut","NAT_Nl"
"269","aan_de_orde","fn000178","NAT_Dut","NAT_Nl"
"270","aan_de_orde","fn000153","NAT_Dut","NAT_Nl"
"271","aan_de_orde","NL_or_232","MEP_Dut","MEP_Dut"
"272","aan_de_orde","fv601207","NAT_Dut","NAT_Vl"
"273","aan_de_orde","fn000165","NAT_Dut","NAT_Nl"
"274","aan_de_orde","fn000167","NAT_Dut","NAT_Nl"
"275","aan_de_orde","fn000232","NAT_Dut","NAT_Nl"
"276","aan_de_orde","fn000177","NAT_Dut","NAT_Nl"
"277","aan_de_orde","fn000177","NAT_Dut","NAT_Nl"
"278","aan_de_orde","fn000164","NAT_Dut","NAT_Nl"
"279","aan_de_orde","fv600012","NAT_Dut","NAT_Vl"
"280","aan_de_orde","fn000231","NAT_Dut","NAT_Nl"
"281","aan_de_orde","fn000149","NAT_Dut","NAT_Nl"
"282","aan_de_orde","fn000164","NAT_Dut","NAT_Nl"
"283","aan_de_orde","fn000232","NAT_Dut","NAT_Nl"
"284","aan_de_orde","fn000237","NAT_Dut","NAT_Nl"
"285","aan_de_orde","fn000160","NAT_Dut","NAT_Nl"
"286","aan_de_orde","fv600693","NAT_Dut","NAT_Vl"
"287","aan_de_orde","fv600701","NAT_Dut","NAT_Vl"
"288","aan_de_orde","fv601205","NAT_Dut","NAT_Vl"
"289","aan_de_orde","fv600668","NAT_Dut","NAT_Vl"
"290","aan_de_orde","fn000178","NAT_Dut","NAT_Nl"
"291","aan_de_orde","fv600682","NAT_Dut","NAT_Vl"
"292","aan_de_orde","fv600671","NAT_Dut","NAT_Vl"
"293","aan_de_orde","fn000146","NAT_Dut","NAT_Nl"
"294","aan_de_orde","fn000141","NAT_Dut","NAT_Nl"
"295","aan_de_orde","fn000177","NAT_Dut","NAT_Nl"
"296","aan_de_orde","fn000178","NAT_Dut","NAT_Nl"
"297","aan_de_orde","fv600579","NAT_Dut","NAT_Vl"
"298","aan_de_orde","fv600577","NAT_Dut","NAT_Vl"
"299","aan_de_orde","fn000198","NAT_Dut","NAT_Nl"
"300","aan_de_orde","fn000178","NAT_Dut","NAT_Nl"
"301","aan_de_orde","fv600648","NAT_Dut","NAT_Vl"
"302","aan_de_orde","fv600715","NAT_Dut","NAT_Vl"
"303","aan_de_orde","fv600014","NAT_Dut","NAT_Vl"
"304","aan_de_orde","fn000160","NAT_Dut","NAT_Nl"
"305","aan_de_orde","fv600578","NAT_Dut","NAT_Vl"
"306","aan_de_orde","fn000229","NAT_Dut","NAT_Nl"
"307","aan_de_orde","fn000156","NAT_Dut","NAT_Nl"
"308","aan_de_orde","fn000218","NAT_Dut","NAT_Nl"
"309","aan_de_orde","fn000228","NAT_Dut","NAT_Nl"
"310","aan_de_orde","fv600004","NAT_Dut","NAT_Vl"
"311","aan_de_orde","fn000200","NAT_Dut","NAT_Nl"
"312","aan_de_orde","fv600681","NAT_Dut","NAT_Vl"
"313","aan_de_orde","fn000226","NAT_Dut","NAT_Nl"
"314","aan_de_orde","fn000176","NAT_Dut","NAT_Nl"
"315","aan_de_orde","fn000200","NAT_Dut","NAT_Nl"
"316","aan_de_orde","fn000163","NAT_Dut","NAT_Nl"
"317","aan_de_orde","fn000171","NAT_Dut","NAT_Nl"
"318","aan_de_orde","fn000165","NAT_Dut","NAT_Nl"
"319","aan_de_orde","fn000115","NAT_Dut","NAT_Nl"
"320","aan_de_orde","fn000156","NAT_Dut","NAT_Nl"
"321","aan_de_orde","fn000231","NAT_Dut","NAT_Nl"
"322","aan_de_orde","fv600574","NAT_Dut","NAT_Vl"
"323","aan_de_orde","fn000214","NAT_Dut","NAT_Nl"
"324","aan_de_orde","fn000176","NAT_Dut","NAT_Nl"
"325","aan_de_orde","fn000144","NAT_Dut","NAT_Nl"
"326","aan_de_orde","fn000161","NAT_Dut","NAT_Nl"
"327","aan_de_orde","fn000148","NAT_Dut","NAT_Nl"
"328","aan_de_orde","fn000161","NAT_Dut","NAT_Nl"
"329","aan_de_orde","fn000216","NAT_Dut","NAT_Nl"
"330","aan_de_orde","fn000160","NAT_Dut","NAT_Nl"
"331","aan_de_orde","fn000167","NAT_Dut","NAT_Nl"
"332","aan_de_orde","fv600006","NAT_Dut","NAT_Vl"
"333","aan_de_orde","fv600575","NAT_Dut","NAT_Vl"
"334","aan_de_orde","fv600573","NAT_Dut","NAT_Vl"
"335","aan_de_orde","fv600003","NAT_Dut","NAT_Vl"
"336","aan_de_orde","fn000177","NAT_Dut","NAT_Nl"
"337","aan_de_orde","fv600008","NAT_Dut","NAT_Vl"
"338","aan_de_orde","fn000221","NAT_Dut","NAT_Nl"
"339","aan_de_orde","fn000217","NAT_Dut","NAT_Nl"
"340","aan_de_orde","fn000161","NAT_Dut","NAT_Nl"
"341","aan_de_orde","fn000238","NAT_Dut","NAT_Nl"
"342","aan_de_orde","fn000161","NAT_Dut","NAT_Nl"
"343","aan_de_orde","fn000201","NAT_Dut","NAT_Nl"
"344","aan_de_orde","fn000232","NAT_Dut","NAT_Nl"
"345","aan_de_orde","fn000177","NAT_Dut","NAT_Nl"
"346","aan_de_orde","NL_028","Fra_Dut","Fra_Dut"
"347","aan_de_orde","fn000169","NAT_Dut","NAT_Nl"
"348","aan_de_orde","fn000177","NAT_Dut","NAT_Nl"
"349","aan_de_orde_is","fn000160","NAT_Dut","NAT_Nl"
"350","aan_de_orde_is","fv600680","NAT_Dut","NAT_Vl"
"351","aan_de_orde_is","fn000214","NAT_Dut","NAT_Nl"
"352","aan_de_orde_is","fv600003","NAT_Dut","NAT_Vl"
"353","aan_de_orde_is","fn000200","NAT_Dut","NAT_Nl"
"354","aan_de_orde_is","fv600668","NAT_Dut","NAT_Vl"
"355","aan_de_orde_is","fn000155","NAT_Dut","NAT_Nl"
"356","aan_de_orde_is","fv600582","NAT_Dut","NAT_Vl"
"357","aan_de_orde_is","fv600009","NAT_Dut","NAT_Vl"
"358","aan_de_orde_is","fv600578","NAT_Dut","NAT_Vl"
"359","aan_de_orde_is","fn000178","NAT_Dut","NAT_Nl"
"360","aan_de_orde_is","fv601207","NAT_Dut","NAT_Vl"
"361","aan_de_orde_is","fv600006","NAT_Dut","NAT_Vl"
"362","aan_de_orde_is","fv600576","NAT_Dut","NAT_Vl"
"363","aan_de_orde_is","fv600581","NAT_Dut","NAT_Vl"
"364","aan_de_orde_is","fn000160","NAT_Dut","NAT_Nl"
"365","aan_de_orde_is","fn000176","NAT_Dut","NAT_Nl"
"366","aan_de_orde_is","fn000170","NAT_Dut","NAT_Nl"
"367","aan_de_orde_is","fv600011","NAT_Dut","NAT_Vl"
"368","aan_de_orde_is","fn000144","NAT_Dut","NAT_Nl"
"369","aan_de_orde_is","fv600007","NAT_Dut","NAT_Vl"
"370","aan_de_orde_is","fn000228","NAT_Dut","NAT_Nl"
"371","aan_de_orde_is","fn000178","NAT_Dut","NAT_Nl"
"372","aan_de_orde_is","fv600649","NAT_Dut","NAT_Vl"
"373","aan_de_orde_is","FR_NL_260","Fra_Dut","Fra_Dut"
"374","aan_de_orde_is","fn000197","NAT_Dut","NAT_Nl"
"375","aan_de_orde_is","fv600013","NAT_Dut","NAT_Vl"
"376","aan_de_orde_is","fv600681","NAT_Dut","NAT_Vl"
"377","aan_de_orde_is","fv600580","NAT_Dut","NAT_Vl"
"378","aan_de_orde_is","fv600679","NAT_Dut","NAT_Vl"
"379","aan_de_orde_is","fn000148","NAT_Dut","NAT_Nl"
"380","aan_de_orde_is","fv601206","NAT_Dut","NAT_Vl"
"381","aan_de_orde_is","fn000177","NAT_Dut","NAT_Nl"
"382","aan_de_orde_is","fn000200","NAT_Dut","NAT_Nl"
"383","aan_de_orde_is","fn000230","NAT_Dut","NAT_Nl"
"384","aan_de_orde_is","fv600682","NAT_Dut","NAT_Vl"
"385","aan_de_orde_is","fn000142","NAT_Dut","NAT_Nl"
"386","aan_de_orde_is","fn000156","NAT_Dut","NAT_Nl"
"387","aan_de_orde_is","fn000176","NAT_Dut","NAT_Nl"
"388","aan_de_orde_is","fv601203","NAT_Dut","NAT_Vl"
"389","aan_de_orde_is","fn000149","NAT_Dut","NAT_Nl"
"390","aan_de_orde_is","fn000178","NAT_Dut","NAT_Nl"
"391","aan_de_orde_is","fv600012","NAT_Dut","NAT_Vl"
"392","aan_de_orde_is","fn000221","NAT_Dut","NAT_Nl"
"393","aan_de_orde_is","fn000163","NAT_Dut","NAT_Nl"
"394","aan_de_orde_is","fv600577","NAT_Dut","NAT_Vl"
"395","aan_de_orde_is","fn000148","NAT_Dut","NAT_Nl"
"396","aan_de_orde_is","fv600579","NAT_Dut","NAT_Vl"
"397","aan_de_orde_is","fv600005","NAT_Dut","NAT_Vl"
"398","aan_de_orde_is","fv600650","NAT_Dut","NAT_Vl"
"399","aan_de_orde_is","fn000200","NAT_Dut","NAT_Nl"
"400","aan_de_orde_is","fv601205","NAT_Dut","NAT_Vl"
"401","aan_de_orde_is","fn000159","NAT_Dut","NAT_Nl"
"402","aan_de_orde_is","fn000245","NAT_Dut","NAT_Nl"
"403","aan_de_orde_is","fn000142","NAT_Dut","NAT_Nl"
"404","aan_de_orde_is","fn000237","NAT_Dut","NAT_Nl"
"405","aan_de_orde_is","fv600647","NAT_Dut","NAT_Vl"
"406","aan_de_orde_is","fn000171","NAT_Dut","NAT_Nl"
"407","aan_de_orde_is","fn000164","NAT_Dut","NAT_Nl"
"408","aan_de_orde_is","fv600004","NAT_Dut","NAT_Vl"
"409","aan_de_orde_is","fn000229","NAT_Dut","NAT_Nl"
